Iteration,taper,core_delta,core_diam,Throughput,TF_1,TF_2,TF_3,TF_4,TF_5,TF_6,TF_7,TF_8,TF_9,TF_10,TF_11,TF_12,TF_13
1,15,0.02186,5.6,67.26075,0.0,0.0004270312,8.069822,0.0002684453,301.5939,0.3017935,339.1719,0.001346674,323.5722,0.0001316373,67.26075,0.3744098,311.1961
